283,'kerinjo01',1888,'LS2',215,'AA',3,7,3,4,7,'Y'
284,'davidmo99',1888,'LS2',215,'AA',4,90,34,52,7,'N'
285,'sharsbi99',1888,'PH4',217,'AA',1,137,81,52,3,'N'
286,'comisch01',1888,'SL4',220,'AA',1,137,92,43,1,'Y'
287,'morrijo01',1888,'BSN',208,'NL',1,137,70,64,4,'Y'
288,'ansonca01',1888,'CHN',209,'NL',1,136,77,58,2,'Y'
289,'watkibi01',1888,'DTN',212,'NL',1,94,49,44,5,'N'
290,'leadlbo99',1888,'DTN',212,'NL',2,40,19,19,5,'N'
291,'spencha99',1888,'IN3',213,'NL',1,136,50,85,7,'N'
292,'mutriji99',1888,'NY1',216,'NL',1,138,84,47,1,'N'
293,'wrighha01',1888,'PHI',218,'NL',1,132,69,61,3,'N'
294,'phillho99',1888,'PIT',219,'NL',1,139,66,68,6,'N'
295,'hewetwa99',1888,'WS8',221,'NL',1,40,10,29,8,'N'
296,'sullite01',1888,'WS8',221,'NL',2,96,38,57,8,'N'
297,'barnibi01',1889,'BL2',222,'AA',1,139,70,65,5,'N'
298,'mcgunbi01',1889,'BR3',223,'AA',1,140,93,44,1,'N'
299,'buckeal99',1889,'CL6',227,'AA',1,140,60,78,6,'N'
300,'schmegu99',1889,'CN2',228,'AA',1,141,76,63,4,'N'
301,'watkibi01',1889,'KC2',230,'AA',1,139,55,82,7,'N'
302,'esterdu01',1889,'LS2',231,'AA',1,10,2,8,8,'Y'
303,'wolfji01',1889,'LS2',231,'AA',2,65,14,51,8,'Y'
304,'shannda01',1889,'LS2',231,'AA',3,58,10,46,8,'Y'
305,'chapmja01',1889,'LS2',231,'AA',4,7,1,6,8,'N'
306,'sharsbi99',1889,'PH4',233,'AA',1,138,75,58,3,'N'
307,'comisch01',1889,'SL4',236,'AA',1,141,90,45,2,'Y'
308,'hartji99',1889,'BSN',224,'NL',1,133,83,45,2,'N'
309,'ansonca01',1889,'CHN',225,'NL',1,136,67,65,3,'Y'
310,'loftuto01',1889,'CL4',226,'NL',1,136,61,72,6,'N'
311,'bancrfr99',1889,'IN3',229,'NL',1,68,25,43,7,'N'
312,'glassja01',1889,'IN3',229,'NL',2,67,34,32,7,'Y'
313,'mutriji99',1889,'NY1',232,'NL',1,131,83,43,1,'N'
314,'wrighha01',1889,'PHI',234,'NL',1,130,63,64,4,'N'
315,'phillho99',1889,'PIT',235,'NL',1,71,28,43,5,'N'
316,'dunlafr01',1889,'PIT',235,'NL',2,17,7,10,5,'Y'
317,'hanlone01',1889,'PIT',235,'NL',3,46,26,18,5,'Y'
318,'morrijo01',1889,'WS8',237,'NL',1,51,13,38,8,'Y'
319,'irwinar01',1889,'WS8',237,'NL',2,76,28,45,8,'Y'
320,'barnibi01',1890,'BL3',239,'AA',1,38,15,19,6,'N'
321,'kenneji99',1890,'BR4',240,'AA',1,100,26,73,9,'N'
322,'buckeal99',1890,'CL6',249,'AA',1,80,39,41,2,'N'
323,'schmegu99',1890,'CL6',249,'AA',2,57,38,13,2,'N'
324,'sullipa99',1890,'CL6',249,'AA',3,3,2,1,2,'N'
325,'chapmja01',1890,'LS2',251,'AA',1,136,88,44,1,'N'
326,'sharsbi99',1890,'PH4',254,'AA',1,132,54,78,8,'N'
327,'powerpa99',1890,'RC2',259,'AA',1,133,63,63,5,'N'
328,'mccarto01',1890,'SL4',260,'AA',1,22,11,11,3,'Y'
